Title,Tone
Sri Mulyani: Proyek IKN Tak Ganggu Penangganan Covid-19 & Pemulihan Ekonomi,Positive
AHY Desak Pembangunan Ibu Kota Baru Sebaiknya Dihentikan,Negative
"Hubungan RI-Tiongkok Terus Berkembang, KBRI Beijing Promosikan Updates from Indonesia",Positive
"Otoritas IKN: Jakarta 'Mendadak', Tidak Didesain Jadi Ibu Kota Layak",Negative
"Dulu Kritik, Sekarang Puji IKN, Begini Kata Menteri ATR AHY",Neutral
"Termasuk Soal IKN, Polri Siap Disiplinkan Grup WhatsApp Para Personelnya",Positive
Kalimantan Tengah Manfaatkan Keberadaan IKN untuk Tingkatkan Ekonomi Daerah,Positive
Karo SDM Polda Sumatra Selatan Pimpin Apel Pagi Personel,Neutral
"Menteri PUPR soal Lahan Investasi IKN: Tanah Dijual, Harga Ditetapkan Otorita",Neutral
"IKN Nusantara disiapkan sebagai ""smart forest city""",Positive
Mendag Lepas Ekspor 30.000 Ton Baja Milik KRAS ke Italia di Krakatau International Port,Positive
DPD PAPDESI Kalimantan Timur Gelar Musda dan Dukung Keberlanjutan Pembangunan IKN,Positive
Komitmen Pemprov Kalimantan Selatan Terkait Pemulihan Perubahan Iklim,Negative
"Pagi Ini, Badan Otorita Gelar Upacara HUT RI Perdana di Titik Nol IKN Nusantara | PusaranMedia.com",Neutral
"Enam Tuntutan BEM SI, Tagih Janji Jokowi Hingga Kaji Ulang UU IKN",Negative
"Puji Sikap Jokowi, Waketum Perindo Nilai Retorika Rocky Gerung penuh Kebencian",Positive
Demokrat DKI Nilai Kenaikan BBM Bersubsidi Bikin Rakyat Semakin Sengsara,Negative
Gelar Aksi di DPRD Barito Timur Gabungan Ormas Tuntut Edy Mulyadi Segera Ditangkap,Negative
Kementerian Investasi siap hadirkan IKN di ASEAN Investment Forum 2023,Positive
IKN terapkan teknologi lampu cerdas,Positive
Fraksi PPP Hormati Keputusan Pemerintah Tunda Pemindahan Ibu Kota Negara,Negative
DANA Dukung Digitalisasi Pembayaran UMKM Kota Samarinda,Positive
Berbagai Infrastruktur Atau Bangunan Yang Bakal Rampung di IKN Nusantara Pada Juni 2024,Neutral
Pembangunan PDN Ditargetkan Rampung 2024,Positive
"Pelantikan Pengurus IKA USU Jakarta 2023-2027: Sinergi, Kolaborasi, Kontribusi Demi Kemajuan Bersama",Positive
"okowi ""groundbreaking"" pembangunan rumah sakit pertama di IKN",Neutral
Penjabat Bupati dan DPRD Pringsewu Hadiri Rapat Paripurna Istimewa Bersama Presiden,Neutral
Polres Jembrana Selenggarakan Berbagai Kegiatan Jelang Hari Bhayangkara Ke-76 - Perspectivesnews,Positive
4 Bentuk Kerja Sama Indonesia dan Korea Selatan Dalam Pengembangan IKN Nusantara,Positive
"Geram Dengan Pernyataan Rocky Gerung ke Jokowi, PDIP Siapkan Opsi Layangkan Gugatan",Negative
Menag Bantah Dana Haji Digunakan Untuk Pembangunan IKN Nusantara,Negative
Anies Baswedan tegaskan Jakarta tetap pusat perekonomian,Neutral
"Bertemu Xi Jinping, Jokowi Berharap Tiongkok Jadi Mitra Strategis IKN",Positive
Kemenag minta pelopor moderasi beragama mampu jawab hoaks,Positive
ACE Hardware ekspansi 15 gerai di Indonesia Tengah dan Timur,Positive
"Ketika Jokowi Terlibat Pilih Sosok Capres 2024, Anies Baswedan Dikhawatirkan Bakal Setop Proyek IKN Nusantara",Negative
"DPD Minta Penjelasan Pemerintah, Nusantara Jadi Nama Ibu Kota Baru",Negative
Calon Ibu Kota Baru Banjir Penduduk,Negative
KSP dorong percepatan pembangunan tahap satu IKN di Kalimantan Timur,Neutral
"Jokowi Ngebet Penajam Paser Utara Jadi Ibu Kota Baru, Jumlah Rakyat Miskinnya Malah Naik - Berita dari Kendari",Negative
Bupati Bone Disambut Adat di Kesultanan Kutai Kartanegara,Positive
"Masuki Tahap Finalisasi, Kementerian Bappenas: Pembangunan Ibu Kota Negara Bisa Kapan Saja",Neutral
"Pengunaan Dibatasi, Hanya Deretan Pejabat Ini yang Boleh Gunakan Mobil di IKN",Neutral
"Dukung Kukar Jadi Lumbung Pangan IKN, Kecamatan Samboja Tingkatkan Sektor Pertanian",Positive
"Harga BBM Naik, Din Syamsuddin: Rezim Jokowi Tidak Pro Rakyat! | 31left",Negative
"Pulang dari Dieng, Rombongan Wisatawan Pemalang Kecelakaan di Batang",Negative
"Penajam Paser Utara Kebanjiran, PKS Makin Bulat Tolak Pemindahan Ibukota Negara",Negative
"Pandemi, Tak Menghambat Jokowi Bangunan Infrastruktur",Positive
"Kunjungi Titik Nol IKN, Gus Jazil: Tahun 2024 Kita Punya Ibu Kota Negara Baru",Neutral
Kawasan IKN Mulai Kehadiran Properti Rumah Mewah,Neutral
Pemkot Balikpapan Berharap Ada Dukungan Anggaran sebagai Penyangga IKN,Positive
Bisnis properti di Jabodetabek masih diminati banyak kalangan,Positive
Menteri PANRB Bahas Rencana Pemindahan IKN Bersama Mensesneg,Neutral
"TKN: Jokowi Sudah Sediakan Landasan, Prabowo-Gibran Siap Lakukan Lompatan Besar",Neutral
Ketua DPR: IKN Harus Jadi Penggerak Ekonomi,Neutral
Jokowi Akui Belum Ada Realisasi Investasi Asing di IKN,Neutral
"Pengamat: Proyek IKN Rawan Keamanan, Investor Juga Belum Jelas",Negative
"Kunjungan ke Kutai Kertanegara, Menteri ATR/Kepala BPN Serahkan Sertifikat Tanah Markas Kogabwilhan",Positive
"Bu Sri Mulyani, Sekarang Bukan Waktu yang Tepat Menaikkan PPN",Negative
"Warga Bone Hibahkan Tanah 5 Hektar untuk Bangun Posal TNI, Pj Gubernur Bahtiar Tinjau Langsung",Neutral
Pemkab Se-Banua Enam Fokus Penanganan Permasalahan Banjir,Positive
"Cek Lokasinya, Ibu Kota Kecamatan Kaliwungu Selatan Kendal Bakal Dipindah",Neutral
Rakernas BEM SI di Bali soroti sejumlah isu stratagis,Negative
"Ingin Buktikan Bukan Sekadar Umbar Janji Manis, Subandi Wujudkan Aspirasi Pemilihnya",Positive
"Tinjau Lokasi IKN, Gus Jazil: Nusantara Harus Menjadi Kekuatan Baru Indonesia - Beritaind",Positive
"STABILKAN PANGAN, BERAU GELAR PANEN BERSAMA",Neutral
Teriakan Puan Presiden Terdengar Saat Ketua DPR RI Kunjungi Jawa Timur,Negative
Pemerintah Masih Persiapkan Pendirian Otorita IKN,Positive
Gubernur Harapkan EDC 2023 Cetuskan Gagasan Cemerlang,Positive
Pemerintah siapkan aturan turunan UU IKN untuk penerapan di lapangan,Positive
"Media Asing Soroti Nama 'Nusantara' untuk Ibu Kota Baru Indonesia, Disebut Bakal Bikin Bingung",Negative
Kalimantan Timur susun paket wisata IKN,Neutral
"Bicara di Rakernas XVI Apeksi, Prabowo Apresiasi Program Jokowi",Positive
"Bambang Susantono dan Dhony Rahajoe Pimpin IKN, Hetifah: Libatkan Pakar dan Tokoh Kalimantan Timur",Neutral
Menteri LHK Siti Nurbaya Tinjau Calon Lokasi Ibu Kota Baru Sesuai Desain,Positive
"Jokowi: IKN Bukan Sekadar Pindah Gedung Pemerintah, tapi Pindah Mindset",Neutral
Serahkan DIPA dan TKD Tahun 2023 Sekda Naziarto Ingatkan Pesan Presiden,Neutral
"Said Didu Dipanggil Polisi, Terancam Hukuman 10 Tahun, Netizen&#58; Lebaran Di Rutan",Negative
Sulawesi Barat matangkan pelaksanaan festival perahu tradisional Sandeq,Neutral
Pangdam XVIII/Kasuari Ikuti Rapim TNI,Neutral
"Kabar Baik, Dadahup (Kapuas)-Tabukan (Batola) Bakal Dibangun Jembatan",Neutral
"Daftar Kata yang Paling Dicari Orang Indonesia di Google Sepanjang 2023, Ada Pick Me Sampai Cuaks!",Neutral
"Sepekan, kenaikan tarif ojol ditunda hingga harga Pertalite naik -",Negative
"Ali Ngabalin Jangan Asal Jeplak, Regulasi Mana Yang Sebut Ceo Ikn Hak Prerogatif Presiden?",Neutral
Asyik! RI dapat Kado Bus Listrik dari Foxconn dan Indika Energy,Positive
"Dua Minggu Diintai Petugas, Grandong Pengedar Sabu Akhirnya Diringkus",Negative
"News Grafis : Mitigasi Bencana Perlu Disiapkan di Wilayah Ibu Kota Baru, Terutama Bencana Akibat Tambang",Negative
Apersi Blak-Blakan Tanya Zona Bangun Rumah Bersubdisi di IKN,Neutral
"IKN, Jatam Kecam Upaya Pengusiran Paksa Masyarakat Adat",Negative
"Bappenas: Lahan IKN 256 Ribu Hektare, 80 Persen Dibiarkan Hutan",Negative
"Tegaskan Tak Ada Penggusuran Warga, Kepala Otorita IKN: Semua Dibicarakan dengan Baik",Positive
"Ditunjuk Menjadi Wakil Kepala IKN, Dhony Rahajoe Resmi Mundur dari Sinar Mas Land",Negative
Ekonomi Sirkular Bukan Hanya Soal Daur Ulang Sampah,Negative
"Bantah Anaknya Kuasai Bisnis Lapas,Yasonna Justru Tuding Tio Pakusadewo Lakukan Pelanggaran Berat",Negative
Ayo Pilih Logo Ibu Kota Negara Baru Nusantara,Neutral
"Pertanyakan Kinerja Pemkot Balikpapan, Aliansi Kota Beriman Gelar Aksi Demo",Negative
"Antisipasi Gangguan Kamtibmas, Patroli Rutin Satgas Ops Nusantara Polda Kalimantan Timur Regu A Laksanakan Pengamanan Di Wilayah IKN",Positive
Otorita IKN gandeng ANTARA dan mitra kembalikan kejayaan buah lokal,Positive
Balikpapan dilirik Kadin Malaysia untuk investasi dukung IKN,Positive
Kemenkeu: Pembangunan IKN Diharapkan Turunkan Kesenjangan Ekonomi,Positive
Presiden Jokowi ajak PM Malaysia keliling Kebun Raya Bogor,Neutral
Kapolda Kalimantan Tengah lepas peserta Bhayangkara Borneo Expedition,Neutral
Landmark Kilang Minyak Diusulkan Pemkot Balikpapan Sebagai Objek Wisata,Neutral
Pemuda Pancasila Akan Bangun Kantor Pusat di IKN Lebih Awal,Neutral
Presiden Jokowi Tegaskan Komitmen Pemerintah terhadap Keberlanjutan Pembangunan IKN,Positive
"Hari Jadi Ke-64 Barito Kuala, Gubernur Kalimantan Selatan: Terus Dukung Upaya Percepatan Pembangunan",Positive
"Penuhi Panggilan Bareskrim Polri, Edy Mulyadi Sampai Bawa-Bawa Ini",Neutral
"Pembangunan Bendungan Sepaku Semoi pendukung IKN capai 71,33 persen",Neutral
"Dihadiahi Album Musik BTS, Akun Instagram Puan Maharani Diserbu Fans Fanatik BTS, Army - Budayabangsabangsa.com",Negative
Berita Hari Ini&#58; Ks Restrukturisasi Utang; Larangan Mobil Bensin Ibukota Baru,Neutral
Otorita IKN Bantah Lakukan Penggusuran Paksa ke Masyarakat Adat,Negative
"Menag Yaqut Cholil: 'Niat Kita ke Tanah Suci Ibadah, Tidak Ada yang Lain'",Neutral
Transportasi Massal di Balikpapan Ditargetkan Bertambah Tahun Ini,Positive
Wagub Kalimantan Timur: Dampak IKN Nusantara Dirasakan 20 Tahun Lagi - GenPI.co KALTIM,Negative
Teras Narang ajak SDM di Kalimantan terlibat membangun IKN | Kabar Gadet,Positive
"Potensi Moral Hazard, Ekonom Ini Desak Burden Sharing BI-Pemerintah Dihentikan",Negative
Migran China Vs NKRI Dignity: Peranan ICMI !,Neutral
Ketahanan Pangan Nasional: Palangkaraya Menuju Swasembada Pangan,Positive
Anggota DPR: Kritik terhadap UU IKN wajar,Positive
"Tiba di Balikpapan, Gubernur Sulawesi Selatan Siap Pasok Kebutuhan IKN",Positive
Alasan Jokowi Pilih Agus Subiyanto Jadi Calon Panglima,Positive
"Bertemu PM Australia, Jokowi Bahas Kerja Sama Kendaraan Listrik hingga IKN",Neutral
Restrukturisasi WIKA Disepakati Demi Keberlanjutan Pertumbuhan,Neutral
"Unjuk Rasa Mahasiswa di Medan ""Paksa"" Ketua DPRD SU dan 4 Anggota Dewan Duduk di Aspal Jalan",Negative
Menteri ATR/BPN AHY Enggan Berkomentar tentang Sengketa Tanah Rempang dan Penangkapan Petani Bandara IKN,Negative
Kemnaker Resmi Buka Pelatihan Berbasis Kompetensi Angkatan ke-2 di IKN Nusantara,Positive
Kapan ASN Pindah ke IKN? Ini Jawaban Pemerintah,Neutral
"Soal Motif di Balik Pengusaha Ingin Pemilu 2024 Diundur, Benny: Jika agar Jokowi Kawal IKN Selesai Jelas Sesat",Negative
Partai Gelora Soroti Pemberian Izin WNA Tinggal 10 Tahun di IKN yang Dapat Diperpanjang,Neutral
Ketika Orang Media Mantu Mendadak Temu Kangen Insan Pers,Negative
BPD Bankaltimtara Terdepan Bantu UMKM,Positive
"Rizal Ramli Kritik Pemindahan Ibu Kota, ""Nanti Penghuninya dari China""",Negative
Top 5 News Bisnisindonesia.id: Saham Pilihan di Tengah Pasar Lesu hingga Jurus Bulog,Negative
Gubernur Kalimantan Timur ingin penerima Panji keberhasilan pembangunan merata,Positive
"Gubernur Arinal Menjadi Inspektur Upacara Peringatan HUT RI ke-77, Pacu Kebangkitan Ekonomi Pasca Pandemi dan Pembangunan Di Segala Bidang",Positive
Pembangunan Jalan Pendekat Jembatan Pulau Balang Dikebut,Neutral
Menpan RB Pastikan Pemindahan ASN ke IKN Nusantara Setelah Fasilitas Umum Rampung,Positive
Otorita Sebut 21 Negara Uni Eropa Tertarik Berinvestasi di IKN,Positive
"Investasi IKN Diklaim Laku Keras, Apa Buktinya?",Neutral
"Beda dengan Anies, Ganjar Pranowo Komitmen Lanjutkan Program Sukses di IKN: Mikirnya Nggak Usah Sult!",Positive
Gubernur Serahkan DIPA dan Buku Alokasi TKD TA 2023 ke Satker dan OPD se-Lampung - DIALEKSA.COM,Neutral
Satgas Ops Nusantara Polda Kalimantan Timur Kawal Wantimpres dan Tim PUPR Kunjungi IKN | BusamID From Samarinda Untuk Indonesia,Positive
"Presiden Target IKN 100 Persen Gunakan Kendaraan Listrik, PLN Siapkan Infrastruktur Hijau | Pilar.ID",Positive
"Luasnya 252 Ribu Hektare, Otorita IKN Angkat Suara Soal Proyek Ibu Kota Baru di Kalimantan Timur, Disebut Tak Rusak Hutan Alam karena.",Neutral
"UU IKN Digugat ke MK, Ibu Kota Negara Indonesia Bisa Senasib Korea Selatan",Neutral
Daftar Lengkap Pemenang Piala Oscar 2024,Neutral
Mobile internet readied in Golo Mori for 2023 ASEAN Summit,Neutral
"Setelah dengan Jepang dan Inggris, MRT Jakarta akan Bangun Fase 4 dengan Menggandeng Korea Selatan",Positive
"Juni 2020, Jakarta Tamat Sebagai Ibu Kota, Ini Sebabnya",Negative
"Cegah Pertalite Naik, Pengamat Sarankan Proyek Strategis Nasional Ditunda",Negative
"Buntut Asal Bicara Soal IKN, Gibran Rakabuming Ditantang Thomas Lembong Sebutkan Angka Investor Satu per Satu!",Negative
China Tawarkan Proyek Infrastruktur Di Indonesia Di Tengah Pandemi,Neutral
Presiden Jokowi kunjungi Malaysia bahas isu terkait perbatasan dan perlindungan PMI pada 7-8 Juni,Positive
"Target Naik Peringkat di 2025, LPTQ Kutim Gelar TOT Calon Pelatih MTQ",Neutral
"Ajak Pengusaha Terlibat, Jokowi: Pembangunan IKN Investasi Masa Depan Kita",Positive
Ganjar Janji Lanjutkan IKN: Mikirnya Tidak Usah Sulit,Neutral
Jokowi Minta Kepala dan Wakil Otorita IKN Kerja Cepat,Positive
Otorita IKN Akan Lakukan Jajak Pasar Bulan Depan,Neutral
Presiden: Pemerintah Kerja Keras Kawal Berbagai Transformasi Besar,Positive
"Indocement Cetak Laba Rp1,8 Triliun, Apa Pendongkraknya?",Positive
"Datang ke Samarinda, Wamen KLHK Sambangi Lubang Tambang di Makroman",Neutral
"Anggaran Pembangunan IKN Nusantara Belum Jelas, Hidayat Nur Wahid: Ini Proyek Terburu-buru",Negative
"Covid 19, Momentum Dan Mendesaknya Lakukan Perubahan",Negative
PKS Kalimantan Timur Minta Provokator Kasus Edy Mulyadi Diusut - MEDIA KALTIM,Negative
PM Anwar Ibrahim sebut kunjungan ke RI punya rasa sentimentil,Neutral
Kunjungan Bersejarah Jokowi dan Erick Thohir di Tambang Grasberg Papua,Neutral
IKN dinilai buka peluang UMKM di Kalimantan Timur berkembang,Positive
"Terima Kunker Wabup Kubu Raya, Wali Kota Eri Bahas Rencana Penjajakan Kerja Sama",Positive
"Masterplan Ibu Kota Negara Baru Ditender, PKS: Ini Masih Pandemi, Harusnya Itu Bukan Prioritas",Negative
"Presiden FIFA: RI Punya Kapasitas, Kemauan, dan Semangat Agar Sepak Bola Tumbuh",Positive
Presiden Bahas Investasi Ibu Kota Baru Di Abu Dhabi,Positive
"Rencana Jokowi Bangun Pusat Latihan di IKN: Ada 8 Lapangan, FIFA Terlibat",Neutral
KontraS Cemas Pembangunan IKN Bakal Dikepung Aparat Seperti Wadas,Negative
Pengesahan Revisi UU IKN Dapat Tolakan dari PKS,Positive
Ketua MPR RI Pertegas Pemindahan Ibu Kota Negara Sudah Tepat,Positive
Kemenkeu Cairkan Anggaran Bangun IKN Rp5 Triliun ke PUPR,Neutral
"Anggota DPR: Alihkan Biaya Pembangunan IKN, untuk Subsidi BBM!",Neutral
"Bertemu Menteri LHK, Rektor IPB Bahas Teknologi Konservasi Satwa Liar - Lensa Reportase",Negative
42 Kontingen KTNA HSS Berangkat ke Padang,Neutral
"GROUNDBREAKING BANDARA IKN, JOKOWI: JUNI 2024 BISA DIPAKAI | 95.4 KPFM Balikpapan",Neutral
BFB Gelar VTF Perkenalkan Wastra Indonesia dari IKN Untuk Nusantara,Neutral
Denny JA: Rendah Hati itu Kekuatan Jokowi,Positive
Badan Otorita IKN Perlu Cari Cara Yakinkan Calon Investor,Positive
Polres PPU Dalami 3 Kasus Pencurian di Proyek IKN - MEDIA KALTIM,Negative
"Setahun Jelang 17 Agustus 2024, Pembangunan IKN Terus Dipacu",Neutral
AHY Sebut Utang Indonesia Tembus Rp7.733 Triliun: Rakyat Ini yang Akan Tanggung Semuanya!,Neutral
Pakar Politik Anggap Kritik Rocky Gerung Terhadap Jokowi Masih dalam Standar Oposisi,Negative
Menteri Suharso : Pembangunan IKN awal peradaban baru bagi Indonesia,Neutral
Politisi Demokrat ini Tolak Harga BBM Bersubsidi Dinaikkan - Pakuan Raya,Negative
Skandal Nasional Rempang: Adili Jokowi,Negative
"Semua Aktivitas Tak Berguna, Kecuali Melibatkan Allah & Rasul-Nya",Negative
Terpopuler Ekonomi Sepekan: Neraca Dagang RI Surplus hingga Pembubaran 3 BUMN,Negative
Fahri Hamzah Ajak Pilih Prabowo-Gibran,Neutral
Besok Mulai di Gelar Pelatihan Peningkatan Kompetensi Masyarakat di Sekitar Kawasan IKN Nusantara,Positive
"Ajak SDM Muda Gresik Kolaborasi, Bupati Gresik Gus Yani Fokuskan Dalam Menumbuhkan Ekonomi",Positive
"Soroti Nama Ahok jadi Calon Pemimpin Ibu Kota Nusantara, Rocky Gerung: Malah Jadi Ajang Balas Dendam",Negative
Erick Thohir Ajak Australia Kembangkan PLTS di IKN,Positive
Iklim Investasi Kondusif Percepat Pemulihan Ekonomi Indonesia,Positive
"Sebut IKN Ibarat Surga Dikelilingi Neraka, Faisal Basri: Lama-Lama Surganya Bisa Panas Juga",Negative
"Di GBK, Relawan Jokowi Deklarasikan",Neutral
"Ahmad Muzani: Optimistis Bisa Menang Satu Putaran, Tapi Jangan Jumawa",Positive
"Ibu Kota Baru Diberinama Nusantara, Sejarawan Khawatir Pergeseran Makna - RADAR DEPOK",Negative
Diskusi Paramadina Bahas Beban Fiskal dan Perang Rusia Ukraina,Negative
RPJPD Pemprov Sulawesi Selatan 2025-2045 Fokus Sektor Pertanian,Neutral
"APEKSI Cermati dan Beri Masukan RPP UU Cipta Kerja, Agar Tidak Merugikan Daerah",Positive
Kutai Kartanegara jadi Alternatif Penuhi Air Baku IKN,Positive
"Ungkap Alasan Pindah Ibu Kota ke IKN, Jokowi: Beban Jakarta Terlalu Padat, Harus Dikurangi",Negative
Inspirasi dari Empat Perempuan Pemimpin di Industri Teknologi,Positive
Jokowi Happy Nih! Pengusaha Siap 'Keroyokan' Bangun IKN,Positive
"Langsung Bikin Lagu, Vokalis Radja Ian Kasela Murka Tanah Kelahirannya Dihina Edy Mulyadi",Negative
"Jokowi Dan Parpol Bertemu, Omnibus Law Diharapkan Sah Agustus",Positive
Gobel ke Menteri Ekonomi Jepang: Pembangunan IKN Berwawasan Lingkungan,Neutral
Lanud Pattimura gelar Latihan Pertahanan Pangkalan dengan melakukan patroli di wilayah milik Lanud Pattimura.,Neutral
Sarawak Tawarkan Wisata Medis di MH Expo Jakarta 2023,Neutral
Bamsoet usulkan sistem Pemilu Campuran Terbuka dan Tertutup,Neutral
Ketua DPD RI Dorong UMKM dalam Kerja Sama Bilateral Indonesia-Jepang,Positive
"Dipilih Jokowi Sebagai Nama Ibu Kota Baru, Kata 'Nusantara' yang Digaungkan Gajah Mada dalam Sumpah Palapa Nyatanya Tak Mencakup Wilayah Jawa",Negative
"Cak Imin: Pak Jokowi Ini Terlihat Kurus Kalem, Tapi Jago Atasi Politik",Neutral
Jokowi Gandeng Korea Selatan Berinvestasi Dalam Pembangunan IKN Nusantara - Harian-Nasional.com,Neutral
Musrenbangreg Dorong Percepatan Pembangunan Regional Kalimantan Yang Selaras Dengan Pembangunan IKN Nusantara,Positive
DPRD Jawa Timur Berharap di Madura Ada Rel Kereta Api,Neutral
Dandim Kutai Kartanegara Letkol Inf. Jeffry Satria sambut rombongan Pangdam VI/Mulawarman,Neutral
Dewan Ketahanan Nasional Kunjungi TIOC Telkom untuk <em>Benchmark</em> Pembangunan Pusat Krisis IKN,Negative
Benny Kisworo: Rekam jejak Ganjar Pranowo cerminkan nilai-nilai Islam - ANTARA News Jawa Timur -,Neutral
"Kemarin, pajak UMKM oleh e-commerce hingga progres IKN",Neutral
"Rotasi Di Tubuh OPD, Pj Gubernur Kalimantan Timur Lantik 8 Pejabat Pimpinan Tinggi Pratama",Negative
"45 Pati Polri Naik Pangkat, Kapolda Papua Barat Johnny Eddizon Isir Naik Bintang Dua",Positive
"Anak Indigo 'Ramal' Gempa Dahsyat 8 SR Tahun Ini, Catat Lokasinya",Negative
"Tak Hanya Solo, DPC Partai Gerindra Grobogan Juga Laporkan Edy Mulyadi",Negative
9 Mobil Offroad Dari Polda dan IOF Kalimantan Barat Ikuti Bhayangkara Offroad Adventure,Neutral
"Kunjungi IKN, Kapolda Kalimantan Timur Sambut Kedatangan Presiden RI, Satgas OPS Nusantara Pastikan Keadaan Kondusif di IKN Baru",Positive
PLN catat pemakaian listrik di Kalimantan capai 1.190 MW,Neutral
Pemerintah Pusat Harus Siapkan Ketahanan Pangan Ibu Kota Negara Baru,Positive
"Kinerja Luhut Tuai Kritik, Gigin Praginanto: Di Kabinet Semua Tunduk kepada Dia",Negative
"Investor Kakap Lokal & Asing Tanam Duit di IKN, Ini Daftarnya",Neutral
"Cegah Korupsi, KPK Beri Masukan Ini Kepada Kepala Otorita IKN Nusantara",Positive
Pemerintah Bakal Bangun 847 Proyek Infrastruktur dari Utang Rp27 Triliun,Negative
"Hadiri Rapimnas Kadin, Firsal Feryal: Indonesia Emas 2045 Jadi Fokus Utama",Positive
"Gibran Mulai Kampanye di Kalimantan, Kunjungi Pasar Balikpapan",Positive
Syarief Hasan : Kenaikan BBM Menyusahkan Rakyat,Negative
DPMPTSP Kalimantan Timur Berharap Jembatan Tol Balikpapan-PPU Bisa Segera Direalisasikan,Positive
Danrem 044/Gapo Hadiri Pembukaan Musrenbang RKPD Sumatra Selatan Tahun 2023,Neutral
Panglima TNI akan Dirikan Kodam Baru di Ibu Kota Negara,Neutral
IP Trisakti Didik Gen-Z Cakap Teknologi,Positive
Sulawesi Selatan Pimpin Jalan Menuju Tata Kelola Keuangan Daerah.,Neutral
Masyarakat Adat di Ibu Kota Nusantara Menuntut Pengakuan,Negative
Sri Mulyani Ungkap Tantangan Capai Target Presidensi G20,Positive
Alasan DKI Jakarta Sudah Tak Layak Jadi Ibu Kota Negara,Negative
"Realisasikan Hibah Tanah Kantor DPD RI Perwakilan Jawa Timur, LaNyalla: Bu Khofifah Memang Gubernur GPL alias Gak Pake Lama",Neutral
"Horas Bangso Batak Bergabung, Prabowo Gibran Siap Lompat Besar Menuju Indonesia Maju, Menangkan Pemilihan Presiden 2024",Positive
Forum Mahasiswa Kutai Nilai IKN Untuk Hapus Stigma Jawa Sentris,Negative
Balikpapan Jadi Tempat Studi Banding Pengembangan Wisata DPRD Kabupaten Sidoarjo,Positive
"Heboh Pemerintah Gembar-gembor Bangun IKN, Memangnya Punya Uang?",Neutral
"Ibu Kota Pindah ke IKN, DKI Jakarta Kehilangan Pendapatan Rp 4 Triliun",Negative
Wiranto Dampingi Presiden Jokowi Kunjungan Kerja ke IKN,Neutral
Jokowi Ingatkan Lagi Ancaman Perubahan Iklim,Negative
"Kasad Berpesan Kepada Prajurit TNI di Perbatasan, Jaga Kehormatan Bangsa HIngga Titik Darah Penghabisan",Positive
Prabowo Gibran Berkomitmen Menjaga Kesinambungan Industri Rokok Kretek - JB,Positive
"Ibas Sentil Pemerintah Proyek Kecil Saja Mangkrak, Bagaimana dengan Ibu Kota Negara Baru",Negative
OIKN Tegaskan Masalah Sosial Bandara VVIP Ditangani Pemkab PPU dan Bank Tanah,Neutral
Bambang Susantono Lantik Lima Pejabat Tinggi Madya Otorita IKN,Neutral
Negara Asia berniat Investasi bangun IKN dan daerah penyangga,Positive
"Pelatikan Rektor Baru, Yantje Yophie Resmi Nahkodai Unijaya",Neutral
Tampaknya Tom Lembong Tahu Banyak Kejahatan Rezim,Negative
"Selesai Diperiksa Terkait Kasus Meme Stupa, Roy Suryo Tidak Ditahan",Neutral
Presiden Jokowi Bahas Kelanjutan Kerja Sama Investasi UAE,Positive
"Ibu Kota Kalimantan Selatan Pindah ke Banjarbaru, Warga Soroti Potensi Wisata, Ekonomi Hingga Masalah Sampah",Negative
"Kementerian PUPR Butuh Rp 43,7 Triliun Bangun IKN, untuk Beli Aspal, Semen, hingga Peralatan",Negative
"Heboh, Ahok Sebut Prabowo Tak Sehat dan Jokowi Tak Bisa Kerja",Negative
Bendung Talake diharapkan cepat terealisasi untuk kesejahteraan petani,Positive
"Diduga Hina Presiden, Masyarakat Dayak Minta Rocky Gerung Buat Surat Permintaan Maaf",Negative
"Kemah Presiden Jokowi di Lokasi IKN Dibayangi Malaria, Dinkes PPU Siapkan Kelambu dan Fogging | PusaranMedia.com",Positive
"Embah Dalem Jagat Sakti, Panglima Perang yang Tanah Makamnya Dibawa Ridwan Kamil ke IKN",Negative
Toyota Tanggapi Pernyataan Jokowi yang Larang Mobil Bensin dan Diesel di IKN,Negative
"Triwulan Pertama 2023, KPPU Kanwil V Tindaklanjuti Tiga Laporan Dugaan Pelanggaran",Neutral
Kepala Otorita IKN Pastikan Pembangunan IKN Bebas Korupsi,Positive
"Jalan Tol di IKN Mulai dibangun, Jasa Marga (JSMR) Siap Jadi Operator",Positive
Begini Rencana Bamsoet Bangun Sirkuit Balap di IKN Nusantara,Neutral
Nama Masyarakat Adat Banyak Ditunggangi Dalam Permasalahan Agraria di IKN,Negative
Waket DPRD Kalimantan Selatan Dukung Usulan Bangun RS Umum Pemerintah Pusat di Kalimantan Selatan,Positive
"Waskita Karya (WSKT) Targetkan Kontrak Baru 2023 Rp25 Triliun, Turun!",Neutral
Kapolri: Masyarakat Masih Sangat Sayang Polri,Positive
"Luhut Bilang Indonesia Belum Mampu Bangun IKN Sehingga Pakai Tenaga Kerja Asing, Said Didu: Bangsa Ini Dianggap Tidak Mampu, Padahal.",Negative
Prof. Zudan Ari Fakrulloh Jadi Pembicara Utama Seminar Nasional,Neutral
Kalimantan Tengah-UI jalin kerja sama optimalkan pengembangan daerah,Positive
SYARIKAT MALAYSIA DAPAT POTENSI JUALAN RM118 JUTA DI BUILDXPO 2023,Positive
